CATEGORY_NAME,SUB_CATEGORY_NAME,ATTRIBUTE_NAME,SUB_ATTRIBUTE_NAME,LOWEST_TAXONOMY,HEALTH_INTEREST,HEALTH_AREA,REC_COUNT,SHARE_WITHIN_LOWEST_TAXONOMY,SHARE_WITHIN_HEALTH_INTEREST
Vitamins & minerals,Minerals,Calcium,Calcium citrate,Calcium citrate,Osteoporosis,Bone Support,23,0.184,0.03764320786
Nutritional supplements,Collagen & protein,Collagen,Bovine collagen,Bovine collagen,Osteoporosis,Bone Support,15,0.04885993485,0.02454991817
Vitamins & minerals,Minerals,Magnesium,Magnesium glycinate,Magnesium glycinate,Osteoporosis,Bone Support,15,0.003771687201,0.02454991817
Vitamins & minerals,Vitamins,Vitamin D,Vitamin D3 (Cholecalciferol),Vitamin D3 (Cholecalciferol),Osteoporosis,Bone Support,15,0.009855453351,0.02454991817
Vitamins & minerals,Vitamins,Vitamin K,Vitamin K2 (Menaquinone) - MK4,Vitamin K2 (Menaquinone) - MK4,Osteoporosis,Bone Support,14,0.5384615385,0.02291325696
Vitamins & minerals,Minerals,Magnesium,Other magnesium,Other magnesium,Osteoporosis,Bone Support,12,0.008528784648,0.01963993453
Nutritional supplements,Collagen & protein,Collagen,Other collagens,Other collagens,Osteoporosis,Bone Support,9,0.05487804878,0.0147299509
Vitamins & minerals,Multivitamins & minerals,Multiminerals,,Multiminerals,Osteoporosis,Bone Support,8,0.03100775194,0.01309328969
Vitamins & minerals,Minerals,Other minerals,Silicon,Silicon,Osteoporosis,Bone Support,8,0.2352941176,0.01309328969
Vitamins & minerals,Minerals,Boron,,Boron,Osteoporosis,Bone Support,7,0.07368421053,0.01145662848
Vitamins & minerals,Minerals,Calcium,Calcium malate,Calcium malate,Osteoporosis,Bone Support,7,0.1666666667,0.01145662848
Vitamins & minerals,Vitamins,Vitamin K,Other vitamin K,Other vitamin K,Osteoporosis,Bone Support,7,0.1228070175,0.01145662848
Vitamins & minerals,Vitamins,Vitamin K,Vitamin K2 (Menaquinone) - MK7,Vitamin K2 (Menaquinone) - MK7,Osteoporosis,Bone Support,5,0.2083333333,0.008183306056
Nutritional supplements,Omegas & other fatty acids,Fish oil,Balanced EPA/DHA,Balanced EPA/DHA,Osteoporosis,Bone Support,4,0.001507159005,0.006546644845
Nutritional supplements,Enzymes,Digestive enzymes,Other digestive enzymes,Other digestive enzymes,Osteoporosis,Bone Support,4,0.001867413632,0.006546644845
Conditions & formulations,Endocrine & hormonal health,Progesterone support,,Progesterone support,Osteoporosis,Bone Support,4,0.03603603604,0.006546644845
Vitamins & minerals,Complexes & combos,ADK/E,,ADK/E,Osteoporosis,Bone Support,3,0.009345794393,0.004909983633
Nutritional supplements,Other metabolites & bioactive compounds,Calcium d-glucarate,,Calcium d-glucarate,Osteoporosis,Bone Support,3,0.05555555556,0.004909983633
Nutritional supplements,Hormones & glandulars,DHEA,,DHEA,Osteoporosis,Bone Support,3,0.003073770492,0.004909983633
Homeopathy,Homeopathic remedies,Homeopathic singles,,Homeopathic singles,Osteoporosis,Bone Support,3,0.007263922518,0.004909983633
Nutritional supplements,Hormones & glandulars,Glandulars,Other glandulars,Other glandulars,Osteoporosis,Bone Support,3,0.008928571429,0.004909983633
Nutritional supplements,Amino acids,Amino compounds,Betaine HCl,Betaine HCl,Osteoporosis,Bone Support,2,0.009174311927,0.003273322422
Conditions & formulations,Gastrointestinal health,Digestive support,,Digestive support,Osteoporosis,Bone Support,2,0.006329113924,0.003273322422
Nutritional supplements,Other metabolites & bioactive compounds,Glucosamine & chondroitin,,Glucosamine & chondroitin,Osteoporosis,Bone Support,2,0.008547008547,0.003273322422
Vitamins & minerals,Minerals,Magnesium,Magnesium malate,Magnesium malate,Osteoporosis,Bone Support,2,0.01680672269,0.003273322422
Conditions & formulations,"Antiox, detox, & cellular health",Mitochondrial support,,Mitochondrial support,Osteoporosis,Bone Support,2,0.009615384615,0.003273322422
Herbal/Botanicals,Phytonutrients,Flavonoids,Other flavonoids,Other flavonoids,Osteoporosis,Bone Support,2,0.01265822785,0.003273322422
Homeopathy,Homeopathic remedies,Pain management (Homeopathic),,Pain management (Homeopathic),Osteoporosis,Bone Support,2,0.04081632653,0.003273322422
Vitamins & minerals,Minerals,Potassium,Potassium citrate,Potassium citrate,Osteoporosis,Bone Support,2,0.08,0.003273322422
Vitamins & minerals,Vitamins,Vitamin E,Tocotrienols,Tocotrienols,Osteoporosis,Bone Support,2,0.06666666667,0.003273322422
Vitamins & minerals,Complexes & combos,B-complexes,,B-complexes,Osteoporosis,Bone Support,1,0.0003387533875,0.001636661211
Homeopathy,Homeopathic remedies,Bone support (Homeopathic),,Bone support (Homeopathic),Osteoporosis,Bone Support,1,1,0.001636661211
Nutritional supplements,Omegas & other fatty acids,Other fatty acids,Butyrate,Butyrate,Osteoporosis,Bone Support,1,0.006535947712,0.001636661211
Nutritional supplements,Collagen & protein,Collagen,Chicken collagen,Chicken collagen,Osteoporosis,Bone Support,1,0.02702702703,0.001636661211
Conditions & formulations,Traditional formulations,Chinese formulas,,Chinese formulas,Osteoporosis,Bone Support,1,0.003676470588,0.001636661211
Conditions & formulations,Neurocognitive health & sleep,Cognitive support,,Cognitive support,Osteoporosis,Bone Support,1,0.00293255132,0.001636661211
Nutritional supplements,Omegas & other fatty acids,Fish oil,EPA-dominant,EPA-dominant,Osteoporosis,Bone Support,1,0.0007610350076,0.001636661211
Conditions & formulations,"Eye, ear, nose, & throat health",Eye support,,Eye support,Osteoporosis,Bone Support,1,0.006060606061,0.001636661211
Herbal/Botanicals,Phytonutrients,Indoles & sulphoraphane,,Indoles & sulphoraphane,Osteoporosis,Bone Support,1,0.002652519894,0.001636661211
Conditions & formulations,Musculoskeletal health & sport/exercise,Joint support,,Joint support,Osteoporosis,Bone Support,1,0.002958579882,0.001636661211
Nutritional supplements,Probiotics,Lacto-bifidobacteria,Lacto-bifidobacteria blends,Lacto-bifidobacteria blends,Osteoporosis,Bone Support,1,0.0006868131868,0.001636661211
Conditions & formulations,Cardiometabolic health,Lipid support,,Lipid support,Osteoporosis,Bone Support,1,0.002994011976,0.001636661211
Vitamins & minerals,Minerals,Magnesium,Magnesium citrate,Magnesium citrate,Osteoporosis,Bone Support,1,0.001097694841,0.001636661211
Vitamins & minerals,Minerals,Magnesium,Magnesium threonate,Magnesium threonate,Osteoporosis,Bone Support,1,0.001661129568,0.001636661211
Conditions & formulations,Dermatological health,Nails support,,Nails support,Osteoporosis,Bone Support,1,0.02380952381,0.001636661211
Nutritional supplements,Amino acids,Amino compounds,Other amino acids,Other amino acids,Osteoporosis,Bone Support,1,0.00293255132,0.001636661211
Nutritional supplements,Collagen & protein,Whey & animal protein,Other animal proteins,Other animal proteins,Osteoporosis,Bone Support,1,0.0303030303,0.001636661211
Vitamins & minerals,Vitamins,Vitamin B12 (Cobalamin),Other vitamin B12,Other vitamin B12,Osteoporosis,Bone Support,1,0.002906976744,0.001636661211
Herbal/Botanicals,Herbs,Red yeast rice,,Red yeast rice,Osteoporosis,Bone Support,1,0.001416430595,0.001636661211
Vitamins & minerals,Vitamins,Vitamin A,Retinyl palmitate,Retinyl palmitate,Osteoporosis,Bone Support,1,0.01351351351,0.001636661211
Herbal/Botanicals,Herbs,Ashwagandha (Withania),Standard ashwagandha,Standard ashwagandha,Osteoporosis,Bone Support,1,0.001497005988,0.001636661211
Herbal/Botanicals,Herbs,Turmeric (Curcumin),Standard turmeric/curcumin,Standard turmeric/curcumin,Osteoporosis,Bone Support,1,0.002262443439,0.001636661211
Vitamins & minerals,Vitamins,Vitamin B7 (Biotin),,Vitamin B7 (Biotin),Osteoporosis,Bone Support,1,0.01785714286,0.001636661211
Nutritional supplements,Collagen & protein,Whey & animal protein,Whey isolate,Whey isolate,Osteoporosis,Bone Support,1,0.01785714286,0.001636661211
Vitamins & minerals,Multivitamins & minerals,Women's multivitamins,,Women's multivitamins,Osteoporosis,Bone Support,1,0.005291005291,0.001636661211
Vitamins & minerals,Minerals,Zinc,Zinc picolinate,Zinc picolinate,Osteoporosis,Bone Support,1,0.002192982456,0.001636661211
Vitamins & minerals,Minerals,Zinc,Zinc sulfate,Zinc sulfate,Osteoporosis,Bone Support,1,0.01923076923,0.001636661211
Vitamins & minerals,Complexes & combos,B-complexes,,B-complexes,Other B vitamin deficiency,Nutrient Support,347,0.1175474255,0.6547169811
Vitamins & minerals,Multivitamins & minerals,Multivitamins,,Multivitamins,Other B vitamin deficiency,Nutrient Support,41,0.03737465816,0.07735849057
Vitamins & minerals,Complexes & combos,Vitamin B12 & folate,,Vitamin B12 & folate,Other B vitamin deficiency,Nutrient Support,29,0.05301645338,0.05471698113
Vitamins & minerals,Vitamins,Vitamin B12 (Cobalamin),Methylcobalamin,Methylcobalamin,Other B vitamin deficiency,Nutrient Support,14,0.0260707635,0.02641509434
Vitamins & minerals,Vitamins,Vitamin B12 (Cobalamin),Other vitamin B12,Other vitamin B12,Other B vitamin deficiency,Nutrient Support,14,0.04069767442,0.02641509434
Conditions & formulations,Cardiometabolic health,Methylation support,,Methylation support,Other B vitamin deficiency,Nutrient Support,12,0.06741573034,0.02264150943
Vitamins & minerals,Vitamins,Vitamin B6 (Pyridoxine),Pyridoxal 5'-phosphate (P5P),Pyridoxal 5'-phosphate (P5P),Other B vitamin deficiency,Nutrient Support,12,0.1008403361,0.02264150943
Vitamins & minerals,Vitamins,Vitamin B2 (Riboflavin),,Vitamin B2 (Riboflavin),Other B vitamin deficiency,Nutrient Support,7,0.04761904762,0.01320754717
Vitamins & minerals,Vitamins,Vitamin B1 (Thiamine),Other vitamin B1,Other vitamin B1,Other B vitamin deficiency,Nutrient Support,4,0.1111111111,0.007547169811
Vitamins & minerals,Vitamins,Vitamin B6 (Pyridoxine),Pyridoxine HCl,Pyridoxine HCl,Other B vitamin deficiency,Nutrient Support,4,0.1481481481,0.007547169811
Vitamins & minerals,Complexes & combos,Vitamin D & K,,Vitamin D & K,Other B vitamin deficiency,Nutrient Support,4,0.0006919218128,0.007547169811
Vitamins & minerals,Multivitamins & minerals,Women's multivitamins,,Women's multivitamins,Other B vitamin deficiency,Nutrient Support,4,0.02116402116,0.007547169811
Vitamins & minerals,Vitamins,Vitamin B9 (Folate),L-5-MTHF (L-methylfolate),L-5-MTHF (L-methylfolate),Other B vitamin deficiency,Nutrient Support,3,0.01298701299,0.005660377358
Vitamins & minerals,Minerals,Iron,Iron bisglycinate,Iron bisglycinate,Other B vitamin deficiency,Nutrient Support,2,0.0007773027594,0.003773584906
Vitamins & minerals,Minerals,Magnesium,Magnesium glycinate,Magnesium glycinate,Other B vitamin deficiency,Nutrient Support,2,0.0005028916269,0.003773584906
Vitamins & minerals,Multivitamins & minerals,Men's multivitamins,,Men's multivitamins,Other B vitamin deficiency,Nutrient Support,2,0.02409638554,0.003773584906
Conditions & formulations,Neurocognitive health & sleep,Nervous system support,,Nervous system support,Other B vitamin deficiency,Nutrient Support,2,0.0198019802,0.003773584906
Vitamins & minerals,Multivitamins & minerals,Prenatal vitamins,,Prenatal vitamins,Other B vitamin deficiency,Nutrient Support,2,0.002840909091,0.003773584906
Vitamins & minerals,Vitamins,Vitamin D,Vitamin D3 (Cholecalciferol),Vitamin D3 (Cholecalciferol),Other B vitamin deficiency,Nutrient Support,2,0.001314060447,0.003773584906
Conditions & formulations,Endocrine & hormonal health,Adrenal support,,Adrenal support,Other B vitamin deficiency,Nutrient Support,1,0.0006849315068,0.001886792453
Vitamins & minerals,Vitamins,Vitamin B1 (Thiamine),Benfotiamine,Benfotiamine,Other B vitamin deficiency,Nutrient Support,1,0.01136363636,0.001886792453
Nutritional supplements,Amino acids,Amino compounds,Betaine HCl,Betaine HCl,Other B vitamin deficiency,Nutrient Support,1,0.004587155963,0.001886792453
Conditions & formulations,Cardiometabolic health,Blood sugar support,,Blood sugar support,Other B vitamin deficiency,Nutrient Support,1,0.00198019802,0.001886792453
Vitamins & minerals,Multivitamins & minerals,Children's multivitamins,Children's multis,Children's multis,Other B vitamin deficiency,Nutrient Support,1,0.03846153846,0.001886792453
Nutritional supplements,Other metabolites & bioactive compounds,Choline,,Choline,Other B vitamin deficiency,Nutrient Support,1,0.01538461538,0.001886792453
Vitamins & minerals,Minerals,Chromium,Chromium picolinate,Chromium picolinate,Other B vitamin deficiency,Nutrient Support,1,0.0078125,0.001886792453
Nutritional supplements,Other metabolites & bioactive compounds,CoQ10,,CoQ10,Other B vitamin deficiency,Nutrient Support,1,0.001328021248,0.001886792453
Conditions & formulations,"Antiox, detox, & cellular health",Detox support,,Detox support,Other B vitamin deficiency,Nutrient Support,1,0.001984126984,0.001886792453
Conditions & formulations,"Eye, ear, nose, & throat health",Eye support,,Eye support,Other B vitamin deficiency,Nutrient Support,1,0.006060606061,0.001886792453
Vitamins & minerals,Vitamins,Vitamin B9 (Folate),Folic acid,Folic acid,Other B vitamin deficiency,Nutrient Support,1,0.03333333333,0.001886792453
Conditions & formulations,Gastrointestinal health,Gallbladder support,,Gallbladder support,Other B vitamin deficiency,Nutrient Support,1,0.004132231405,0.001886792453
Herbal/Botanicals,Phytonutrients,Carotenoids,Lutein & zeaxanthin,Lutein & zeaxanthin,Other B vitamin deficiency,Nutrient Support,1,0.04166666667,0.001886792453
Conditions & formulations,Gastrointestinal health,Microbial support,,Microbial support,Other B vitamin deficiency,Nutrient Support,1,0.0007256894049,0.001886792453
Nutritional supplements,Other metabolites & bioactive compounds,NAD/NADH/ATP,NMN,NMN,Other B vitamin deficiency,Nutrient Support,1,0.01298701299,0.001886792453
Nutritional supplements,Enzymes,Digestive enzymes,Other digestive enzymes,Other digestive enzymes,Other B vitamin deficiency,Nutrient Support,1,0.000466853408,0.001886792453
Nutritional supplements,Hormones & glandulars,Glandulars,Other glandulars,Other glandulars,Other B vitamin deficiency,Nutrient Support,1,0.002976190476,0.001886792453
Vitamins & minerals,Minerals,Magnesium,Other magnesium,Other magnesium,Other B vitamin deficiency,Nutrient Support,1,0.000710732054,0.001886792453
Vitamins & minerals,Vitamins,Vitamin B6 (Pyridoxine),Other vitamin B6,Other vitamin B6,Other B vitamin deficiency,Nutrient Support,1,0.1,0.001886792453
Vitamins & minerals,Vitamins,Vitamin B9 (Folate),Other vitamin B9,Other vitamin B9,Other B vitamin deficiency,Nutrient Support,1,0.2,0.001886792453
Vitamins & minerals,Vitamins,Vitamin B5 (Pantothenic acid),Pantothenate/Pantothenic acid,Pantothenate/Pantothenic acid,Other B vitamin deficiency,Nutrient Support,1,0.03225806452,0.001886792453
Conditions & formulations,Women's health,Women's fertility support,,Women's fertility support,Other B vitamin deficiency,Nutrient Support,1,0.005434782609,0.001886792453
Vitamins & minerals,Minerals,Zinc,Zinc picolinate,Zinc picolinate,Other B vitamin deficiency,Nutrient Support,1,0.002192982456,0.001886792453
Nutritional supplements,Other metabolites & bioactive compounds,Inositol,Myo-inositol + d-chiro,Myo-inositol + d-chiro,Ovarian dysfunction,Menstrual Support,8,0.01044386423,0.125
Nutritional supplements,Other metabolites & bioactive compounds,Inositol,Myo-inositol,Myo-inositol,Ovarian dysfunction,Menstrual Support,6,0.01117318436,0.09375
Conditions & formulations,Endocrine & hormonal health,Progesterone support,,Progesterone support,Ovarian dysfunction,Menstrual Support,6,0.05405405405,0.09375
Herbal/Botanicals,Herbs,Vitex (Chasteberry),,Vitex (Chasteberry),Ovarian dysfunction,Menstrual Support,5,0.02040816327,0.078125
Conditions & formulations,Women's health,Women's fertility support,,Women's fertility support,Ovarian dysfunction,Menstrual Support,5,0.02717391304,0.078125
Conditions & formulations,Women's health,Menstrual support,,Menstrual support,Ovarian dysfunction,Menstrual Support,4,0.0275862069,0.0625
Herbal/Botanicals,Phytonutrients,Indoles & sulphoraphane,,Indoles & sulphoraphane,Ovarian dysfunction,Menstrual Support,3,0.007957559682,0.046875
Conditions & formulations,Traditional formulations,Chinese formulas,,Chinese formulas,Ovarian dysfunction,Menstrual Support,2,0.007352941176,0.03125
Nutritional supplements,Hormones & glandulars,DHEA,,DHEA,Ovarian dysfunction,Menstrual Support,2,0.002049180328,0.03125
Conditions & formulations,"Antiox, detox, & cellular health",Detox support,,Detox support,Ovarian dysfunction,Menstrual Support,2,0.003968253968,0.03125
Conditions & formulations,Endocrine & hormonal health,Hormone balance support,,Hormone balance support,Ovarian dysfunction,Menstrual Support,2,0.009661835749,0.03125
Herbal/Botanicals,Herbs,Maca (Lepidium),,Maca (Lepidium),Ovarian dysfunction,Menstrual Support,2,0.01183431953,0.03125
Nutritional supplements,Amino acids,Amino compounds,N-acetyl-cysteine (NAC),N-acetyl-cysteine (NAC),Ovarian dysfunction,Menstrual Support,2,0.002079002079,0.03125
Nutritional supplements,Hormones & glandulars,Glandulars,Other glandulars,Other glandulars,Ovarian dysfunction,Menstrual Support,2,0.005952380952,0.03125
Nutritional supplements,Other metabolites & bioactive compounds,Alpha lipoic acid (ALA),,Alpha lipoic acid (ALA),Ovarian dysfunction,Menstrual Support,1,0.002433090024,0.015625
Herbal/Botanicals,Phytonutrients,Flavonoids,Anthocyanins,Anthocyanins,Ovarian dysfunction,Menstrual Support,1,0.004830917874,0.015625
Vitamins & minerals,Complexes & combos,B-complexes,,B-complexes,Ovarian dysfunction,Menstrual Support,1,0.0003387533875,0.015625
Nutritional supplements,Omegas & other fatty acids,Children's omegas,,Children's omegas,Ovarian dysfunction,Menstrual Support,1,0.01020408163,0.015625
Vitamins & minerals,Minerals,Chromium,Chromium picolinate,Chromium picolinate,Ovarian dysfunction,Menstrual Support,1,0.0078125,0.015625
Nutritional supplements,Other metabolites & bioactive compounds,CoQ10,,CoQ10,Ovarian dysfunction,Menstrual Support,1,0.001328021248,0.015625
Conditions & formulations,Endocrine & hormonal health,Estrogen support,,Estrogen support,Ovarian dysfunction,Menstrual Support,1,0.01639344262,0.015625
Herbal/Botanicals,Phytonutrients,Flavonoids,Green tea catechins,Green tea catechins,Ovarian dysfunction,Menstrual Support,1,0.01785714286,0.015625
Vitamins & minerals,Minerals,Magnesium,Magnesium glycinate,Magnesium glycinate,Ovarian dysfunction,Menstrual Support,1,0.0002514458134,0.015625
Conditions & formulations,Men's health,Prostate support,,Prostate support,Ovarian dysfunction,Menstrual Support,1,0.006622516556,0.015625
Nutritional supplements,Probiotics,Women's probiotics,,Women's probiotics,Ovarian dysfunction,Menstrual Support,1,0.002141327623,0.015625
Vitamins & minerals,Minerals,Zinc,Zinc bisglycinate,Zinc bisglycinate,Ovarian dysfunction,Menstrual Support,1,0.003745318352,0.015625
Vitamins & minerals,Minerals,Zinc,Zinc picolinate,Zinc picolinate,Ovarian dysfunction,Menstrual Support,1,0.002192982456,0.015625
Conditions & formulations,Genitourinary health,Urinary tract & bladder support,,Urinary tract & bladder support,Overactive bladder,Bladder Support,5,0.03787878788,0.2941176471
Nutritional supplements,Omegas & other fatty acids,Plant omegas,Other plant omegas,Other plant omegas,Overactive bladder,Bladder Support,3,0.05172413793,0.1764705882
Nutritional supplements,Other metabolites & bioactive compounds,d-Mannose,,d-Mannose,Overactive bladder,Bladder Support,2,0.009090909091,0.1176470588
Nutritional supplements,Amino acids,Base amino acids,Glycine,Glycine,Overactive bladder,Bladder Support,1,0.005714285714,0.05882352941
Vitamins & minerals,Minerals,Magnesium,Magnesium citrate,Magnesium citrate,Overactive bladder,Bladder Support,1,0.001097694841,0.05882352941
Vitamins & minerals,Minerals,Magnesium,Magnesium glycinate,Magnesium glycinate,Overactive bladder,Bladder Support,1,0.0002514458134,0.05882352941
Vitamins & minerals,Minerals,Magnesium,Magnesium threonate,Magnesium threonate,Overactive bladder,Bladder Support,1,0.001661129568,0.05882352941
Personal care & healthy living,Food & beverage,Oils,,Oils,Overactive bladder,Bladder Support,1,0.25,0.05882352941
Herbal/Botanicals,Phytonutrients,Phytosterols,,Phytosterols,Overactive bladder,Bladder Support,1,0.003267973856,0.05882352941
Nutritional supplements,Probiotics,Women's probiotics,,Women's probiotics,Overactive bladder,Bladder Support,1,0.002141327623,0.05882352941
Herbal/Botanicals,Herbs,Berberis (Berberine),,Berberis (Berberine),Overweight,Weight Management Support,48,0.0178041543,0.1584158416
Conditions & formulations,Cardiometabolic health,Weight management support,Healthy weight support,Healthy weight support,Overweight,Weight Management Support,42,0.2372881356,0.1386138614
Conditions & formulations,Cardiometabolic health,Weight management support,GLP-1 nutrient support,GLP-1 nutrient support,Overweight,Weight Management Support,39,0.1884057971,0.1287128713
Nutritional supplements,Probiotics,Lacto-bifidobacteria,Lacto-bifidobacteria blends,Lacto-bifidobacteria blends,Overweight,Weight Management Support,24,0.01648351648,0.07920792079
Nutritional supplements,Probiotics,Akkermansia,Akkermansia (single-strain),Akkermansia (single-strain),Overweight,Weight Management Support,19,0.106741573,0.06270627063
Nutritional supplements,Collagen & protein,Plant protein,Other plant proteins,Other plant proteins,Overweight,Weight Management Support,12,0.2105263158,0.0396039604
Nutritional supplements,Collagen & protein,Collagen,Bovine collagen,Bovine collagen,Overweight,Weight Management Support,11,0.03583061889,0.03630363036
Nutritional supplements,Prebiotics & fibers,Other prebiotics & fibers,,Other prebiotics & fibers,Overweight,Weight Management Support,8,0.0127388535,0.02640264026
Herbal/Botanicals,Phytonutrients,Flavonoids,Green tea catechins,Green tea catechins,Overweight,Weight Management Support,5,0.08928571429,0.01650165017
Nutritional supplements,Probiotics,Lacto-bifidobacteria,Lacto-bifidobacteria (single-strain),Lacto-bifidobacteria (single-strain),Overweight,Weight Management Support,5,0.02976190476,0.01650165017
Vitamins & minerals,Multivitamins & minerals,Multivitamins,,Multivitamins,Overweight,Weight Management Support,5,0.004557885141,0.01650165017
Nutritional supplements,Omegas & other fatty acids,Fish oil,Balanced EPA/DHA,Balanced EPA/DHA,Overweight,Weight Management Support,4,0.001507159005,0.01320132013
Nutritional supplements,Hormones & glandulars,DHEA,,DHEA,Overweight,Weight Management Support,4,0.004098360656,0.01320132013
Nutritional supplements,Other metabolites & bioactive compounds,Inositol,Myo-inositol + d-chiro,Myo-inositol + d-chiro,Overweight,Weight Management Support,4,0.005221932115,0.01320132013
Vitamins & minerals,Complexes & combos,Vitamin D & K,,Vitamin D & K,Overweight,Weight Management Support,4,0.0006919218128,0.01320132013
Conditions & formulations,Endocrine & hormonal health,Adrenal support,,Adrenal support,Overweight,Weight Management Support,3,0.002054794521,0.009900990099
Nutritional supplements,Probiotics,Akkermansia,Akkermansia blends,Akkermansia blends,Overweight,Weight Management Support,3,0.0375,0.009900990099
Herbal/Botanicals,Phytonutrients,Greens & superfoods,Apple cider vinegar,Apple cider vinegar,Overweight,Weight Management Support,3,0.075,0.009900990099
Herbal/Botanicals,Herbs,Gymnema,,Gymnema,Overweight,Weight Management Support,3,0.09677419355,0.009900990099
Nutritional supplements,Omegas & other fatty acids,Other fatty acids,MCTs,MCTs,Overweight,Weight Management Support,3,0.04285714286,0.009900990099
Herbal/Botanicals,Phytonutrients,Flavonoids,Anthocyanins,Anthocyanins,Overweight,Weight Management Support,2,0.009661835749,0.006600660066
Nutritional supplements,Amino acids,Amino compounds,Carnitine,Carnitine,Overweight,Weight Management Support,2,0.0127388535,0.006600660066
Nutritional supplements,Omegas & other fatty acids,Fish oil,EPA-dominant,EPA-dominant,Overweight,Weight Management Support,2,0.001522070015,0.006600660066
Vitamins & minerals,Complexes & combos,Electrolytes,,Electrolytes,Overweight,Weight Management Support,2,0.006230529595,0.006600660066
Conditions & formulations,Gastrointestinal health,GI lining support,,GI lining support,Overweight,Weight Management Support,2,0.001833180568,0.006600660066
Vitamins & minerals,Minerals,Magnesium,Magnesium glycinate,Magnesium glycinate,Overweight,Weight Management Support,2,0.0005028916269,0.006600660066
Vitamins & minerals,Vitamins,Vitamin B12 (Cobalamin),Methylcobalamin,Methylcobalamin,Overweight,Weight Management Support,2,0.003724394786,0.006600660066
Nutritional supplements,Amino acids,Amino compounds,Other amino acids,Other amino acids,Overweight,Weight Management Support,2,0.005865102639,0.006600660066
Nutritional supplements,Enzymes,Digestive enzymes,Other digestive enzymes,Other digestive enzymes,Overweight,Weight Management Support,2,0.0009337068161,0.006600660066
Herbal/Botanicals,Phytonutrients,Flavonoids,Other flavonoids,Other flavonoids,Overweight,Weight Management Support,2,0.01265822785,0.006600660066
Nutritional supplements,Probiotics,Other probiotic species,,Other probiotic species,Overweight,Weight Management Support,2,0.02564102564,0.006600660066
Nutritional supplements,Collagen & protein,Whey & animal protein,Whey isolate,Whey isolate,Overweight,Weight Management Support,2,0.03571428571,0.006600660066
Nutritional supplements,Other metabolites & bioactive compounds,Alpha lipoic acid (ALA),,Alpha lipoic acid (ALA),Overweight,Weight Management Support,1,0.002433090024,0.003300330033
Vitamins & minerals,Complexes & combos,B-complexes,,B-complexes,Overweight,Weight Management Support,1,0.0003387533875,0.003300330033
Conditions & formulations,Cardiometabolic health,Blood sugar support,,Blood sugar support,Overweight,Weight Management Support,1,0.00198019802,0.003300330033
Nutritional supplements,Enzymes,Digestive enzymes,Bromelain,Bromelain,Overweight,Weight Management Support,1,0.02702702703,0.003300330033
Nutritional supplements,Omegas & other fatty acids,Other fatty acids,CLA,CLA,Overweight,Weight Management Support,1,0.1666666667,0.003300330033
Vitamins & minerals,Minerals,Chromium,Chromium picolinate,Chromium picolinate,Overweight,Weight Management Support,1,0.0078125,0.003300330033
Nutritional supplements,Amino acids,Peptides,Colostrum & immunoglobulins,Colostrum & immunoglobulins,Overweight,Weight Management Support,1,0.002136752137,0.003300330033
Nutritional supplements,Amino acids,Amino compounds,Creatine,Creatine,Overweight,Weight Management Support,1,0.001358695652,0.003300330033
Conditions & formulations,"Antiox, detox, & cellular health",Detox support,,Detox support,Overweight,Weight Management Support,1,0.001984126984,0.003300330033
Nutritional supplements,Omegas & other fatty acids,Plant omegas,Evening primrose oil,Evening primrose oil,Overweight,Weight Management Support,1,0.0125,0.003300330033
Conditions & formulations,Cardiometabolic health,Lipid support,,Lipid support,Overweight,Weight Management Support,1,0.002994011976,0.003300330033
Conditions & formulations,"Antiox, detox, & cellular health",Liver/hepatic support,,Liver/hepatic support,Overweight,Weight Management Support,1,0.001879699248,0.003300330033
Nutritional supplements,Collagen & protein,Collagen,Marine collagen,Marine collagen,Overweight,Weight Management Support,1,0.05,0.003300330033
Nutritional supplements,Amino acids,Amino compounds,N-acetyl-cysteine (NAC),N-acetyl-cysteine (NAC),Overweight,Weight Management Support,1,0.00103950104,0.003300330033
Conditions & formulations,Dermatological health,Nails support,,Nails support,Overweight,Weight Management Support,1,0.02380952381,0.003300330033
Nutritional supplements,Hormones & glandulars,Glandulars,Other glandulars,Other glandulars,Overweight,Weight Management Support,1,0.002976190476,0.003300330033
Vitamins & minerals,Minerals,Magnesium,Other magnesium,Other magnesium,Overweight,Weight Management Support,1,0.000710732054,0.003300330033
Nutritional supplements,Amino acids,Peptides,Other peptides,Other peptides,Overweight,Weight Management Support,1,0.002688172043,0.003300330033
Herbal/Botanicals,Phytonutrients,Phytosterols,,Phytosterols,Overweight,Weight Management Support,1,0.003267973856,0.003300330033
Vitamins & minerals,Multivitamins & minerals,Prenatal vitamins,,Prenatal vitamins,Overweight,Weight Management Support,1,0.001420454545,0.003300330033
Nutritional supplements,Prebiotics & fibers,Psyllium husk,,Psyllium husk,Overweight,Weight Management Support,1,0.003546099291,0.003300330033
Herbal/Botanicals,Herbs,Saffron,,Saffron,Overweight,Weight Management Support,1,0.005988023952,0.003300330033
Herbal/Botanicals,Herbs,Saw palmetto,,Saw palmetto,Overweight,Weight Management Support,1,0.01123595506,0.003300330033
Vitamins & minerals,Minerals,Selenium,Selenomethionine,Selenomethionine,Overweight,Weight Management Support,1,0.003322259136,0.003300330033
Conditions & formulations,Neurocognitive health & sleep,Sleep support,,Sleep support,Overweight,Weight Management Support,1,0.001207729469,0.003300330033
